News_Data,1st Annotator,2nd Annotator,3rd Annotator,Voting Result,Final Take,Labelling
Pemuda asli Papua tewas diduga akibat dianiaya polisi â€“ 'Nyawa kami seakan mudah sekali dibunuh',Negative,Negative,Neutral,Negative,Negative,-1
"Tunjangan rumah DPRD Jakarta, Jateng, Jabar, dan Sumut mencapai Rp40 juta-Rp70 juta",Neutral,Negative,Neutral,Neutral,Neutral,0
Anak gajah bernama Tari mati di Taman Nasional Tesso Nilo â€“ Apa penyebab kematiannya?,Negative,Negative,Neutral,Negative,Negative,-1
"Purbaya dilantik jadi menteri keuangan, apa saja PR yang harus dituntaskan?",Neutral,Positive,Neutral,Neutral,Neutral,0
Aktivis lingkungan NTT ditemukan meninggal â€“ Apa yang diketahui sejauh ini?,Negative,Negative,Neutral,Negative,Negative,-1
'Mamah tidak rela hidup terus-terusan susah' â€“ Kisah ibu dan dua anak di Kabupaten Bandung mengakhiri hidup diduga karena tekanan ekonomi,Negative,Negative,Neutral,Negative,Negative,-1
Sri Mulyani minta maaf setelah serahkan jabatan kepada menkeu yang baru,Neutral,Positive,Neutral,Neutral,Neutral,0
21 tahun kematian Munir â€“ Mengapa kasusnya sulit diungkap?,Negative,Negative,Negative,Negative,Negative,-1
Mengapa foto Menhut Raja Juli bermain domino dengan bekas tersangka pembalak liar problematik?,Neutral,Negative,Neutral,Neutral,Neutral,0
"Didakwa lakukan makar, empat warga Papua mulai disidangkan di Makassar â€“ 'Mereka cuma antar surat, tapi dituduh berencana makar'",Neutral,Negative,Neutral,Neutral,Neutral,0
Dari tumpukan sampah menjadi benda berguna: Kisah warga Sumenep atasi masalah sampah yang semakin 'serius',Positive,Positive,Neutral,Positive,Positive,1
