News_Data,Labelling
Wamendagri Pastikan Pemerintah Penuhi Kebutuhan Korban Bencana di Sumatera,1
"Raih Sutami Awards 2025, Kakorlantas Bicara Pentingnya Kolaborasi Demi Keselamatan",0
"Lalin di 10 Jalan Kawasan Monas Akan Dialihkan Saat Reuni 212, Simak Titiknya",0
Sidang Netanyahu Ditunda Usai Permohonan Pengampunan ke Presiden Israel,0
"Bencana di Sumatera, Waka Komisi IV DPR Usul Panja Penyelamatan Hutan",0
"Ada Eks Raja OTT KPK, Ini Daftar Pejabat Terbaru Kementerian Haji",0
Menyelaraskan Orientasi Partai Golkar dengan Program Prioritas Presiden,0
BPBD DKI Siapkan 1.200 Pompa Air Hadapi Potensi Cuaca Ekstrem Akhir Tahun,0
"Video: Ada Reuni 212 di Monas, Simak Rekayasa Lalin Hari Ini",0
Video: Rusia Ambil Alih Kota Pokrovsk-Vovchansk Ukraina,0
"Rapimnas KADIN 2025, Bamsoet Dorong Dunia Usaha Perluas Lapangan Kerja",1
Kuasa Hukum Sebut Ridwan Kamil Bakal Hadiri Panggilan KPK Hari Ini,0
Waka MPR Dorong RUU Pengelolaan Perubahan Iklim: Sejalan Arahan Prabowo,0
"Rekayasa Lalin Saat Reuni 212 di Monas, Warga Diimbau Hindari Kawasan Monas",0
2.511 Personel Gabungan Kawal Reuni 212 di Silang Monas Hari Ini,1
Asal Gelondongan Kayu Usai Banjir di Sumut Kini Diusut,-1
MenPAN-RB Dorong Ketahanan Siber Jadi Pilar Transformasi Digital Nasional,0
Menteri PAN-RB Dukung BNN Akselerasi Program P4GN,0
KPK Panggil Ridwan Kamil di Kasus Rugikan Negara Rp 222 M,-1
"Dimulai Jam 5 Sore Nanti, Ini Agenda Reuni 212 di Monas",0
Mengintip Gang Venus Tambora yang Tak Lagi Gelap,0
Penumpang Dorong Sekuriti Stasiun hingga Hampir Tertabrak KRL Ternyata ODGJ,-1
Kasus Korupsi Kuota Haji Bikin Penyidik KPK Terbang ke Arab Saudi,-1
KLH Bakal Tinjau Ulang Izin 8 Perusahaan di Aceh-Sumut-Sumbar,0
Kisah Pemotor di Cibinong Kena Batunya karena Ngeyel Lawan Arah,-1
"Truk Pecah Ban di Jl Letjen S Parman Arah Slipi, Lalin Macet",-1
4 Titik Jalan Aceh Utara-Bener Meriah Dibuka Lagi Usai Longsor,1
Video: Kisah Pasutri 22 Tahun Hidup di Dasar Jurang Mojokerto,-1
"Banjir di Sumatera Berangsur Surut, Gelondongan Kayu Mulai Dievakuasi",1
5 Arahan Prabowo Usai Tinjau Bencana di Sumatera,0
Video: Venezuela Tuding AS Berniat Merebut Cadangan Minyak Negara,0
"Muncul Gelondongan Kayu Saat Bencana Sumatera, PKB Kaji Pansus Pembalakan Liar",0
TNI AU Hujankan Heli Box Bantuan Makanan untuk Pengungsi di Tapanuli,1
"Bandar Sabu di Riau Dimiskinkan, Aset Miliaran Disita",1
"Video: Kakak Tikam Adik hingga Tewas di Makassar, Pelaku Diburu",-1
Anomali Hujan Sebulan Tumpah dalam Sehari di Sumatera Diungkap BMKG,0
"Video: Kondisi Agam Sumbar Luluh Lantak Terbenam Lumpur, 120 Orang Tewas",-1
4 Kabupaten di Aceh Masih Terisolir Imbas Jalan Putus Dihantam Banjir Bandang,-1
Hari Pencegahan Polusi 2 Desember: Tujuan dan Cara Merayakan,0
Berbondong-bondong Warga Israel Daftar Jadi Warga Portugal,0
"Jembatan Putus, Warga Aceh Terpaksa Menyeberang Sungai Pakai Perahu",-1
"Rumah Ambruk di Puncak Bogor Usai Hujan Deras, Penghuni Mengungsi",-1
Video: BMKG Prediksi Curah Hujan Tinggi Guyur Kaltim-Pulau Jawa saat Nataru,-1
"Tanah Longsor Tenggelamkan Kapal di Pelabuhan Peru, 12 Orang Tewas",-1
Video: BMKG Sudah Beri Peringatan 8 Hari Sebelum Bencana di Sumatera,-1
Video: Kemunculan Lutung Jawa Bikin Heboh Warga Depok,0
Trump Wanti-wanti Israel Tidak 'Campur Tangan' di Suriah,0
"Video: Korban Meninggal Bencana Sumatera Capai 539 Jiwa, 453 Hilang",-1
Video: Momen 150 Siswa-Siswi Tapteng Dievakuasi Pakai Helikopter,-1
"Video: Kepala Daerah Kerap Salahkan Hujan saat Bencana, Padahal Tata Ruang",-1
Erdogan Kritik Serangan Drone Ukraina ke 'Armada Bayangan' Rusia di Laut Hitam,0
"Gunung Lewotobi Laki-laki Masih Level Awas, Warga Diminta Tetap Waspada",-1
Video Menko Cak Imin Ajak Bahlil-Raja Juli Tobat: Kiamat Sudah Terjadi,0
Video: Purnawirawan Tersangka Kasus Satelit Kemhan Ngaku Diperintah Atasan,-1
Menag Serahkan Bantuan Rp 155 M untuk Korban Bencana Aceh-Sumut-Sumbar,1
"Masuk Kandang, Remaja Brasil Tewas Diterkam Singa",-1
"RUU Penyadapan Masuk Prolegnas Prioritas, KPK Akan Persiapkan Kajian",0
"Sido Muncul Dukung Semua Kebijakan Pemerintah, Termasuk Aturan PLTS Atap",0
"Penyidik KPK Sudah di Arab Saudi Usut Korupsi Kuota Haji, Ini yang Didalami",-1
Sadis! 4 Orang Aniaya Calon LC di Batam hingga Tewas,-1
Jurnalis detikcom Raih Humas Kemenag Award 2025 Penguatan Literasi Keagamaan,1
Video: Komisi V DPR Soroti Penyebab Bencana di Sumatera Akibat Kerusakan Alam,0
Video: Menteri LH Dalami Dugaan PLTA Jadi Penyebab Banjir Sumatera,0
"Gudang Pabrik Makanan di Pati Kebakaran, Karyawan Berlarian Evakuasi",-1
Video: IDAI Berharap Banjir di Sumatera Ditetapkan Jadi Bencana Nasional,0
"Banjir-Longsor di Subulussalam Aceh: 5 Jembatan, 2 Jalan dan 2 SD Rusak",-1
Stok BBM untuk Genset RS dan Puskemas di Bener Meriah Aceh Menipis,-1
Kata BMKG soal Wanti-wanti Cuaca Ekstrem Sebelum Bencana di Sumatera,-1
Video: Atap Ruko di Bogor Ambruk Usai Diterjang Hujan dan Angin Kencang,-1
Video: Komisi V DPR Dukung Penetapan Bencana Nasional di Sumatera,0
Kakorlantas Polri Terima Penghargaan Sutami Awards 2025,1
Pertamina Salurkan Bantuan & Evakuasi Pekerja Terdampak Banjir di Aceh,1
Video: Menteri LH akan Panggil 8 Perusahaan soal Gelondongan Kayu di Sumut,1
Video: 13 Orang Ditangkap Terkait Kebakaran Apartemen di Hong Kong,-1
KPK Ungkap ASN Kemenhub Atur Pengondisian di Korupsi Jalur KA Medan,-1
Video: Momen Pengiriman Bantuan Logistik untuk Korban Bencana Sumatera via Udara,0
Presiden Israel Pertimbangkan 'Kepentingan Terbaik' Ampuni Korupsi Netanyahu,0
"Reuni 212 di Monas Besok, 12 Kereta Akan Berhenti di Stasiun Jatinegara",0
"Menembus Desa Terisolir, TNI-Polri Selamatkan Warga Sakit di Palembayan",1
BPJS Ketenagakerjaan Luncurkan Buku 'Journey Integrated Report',0
Video Viral Pria Bawa Pedang Marah ke Pemobil di Jaksel,-1
KPK Panggil Ridwan Kamil Terkait Kasus BJB Minggu Ini,0
Seteru Ari Bias Vs Agnes Mo Perkara 'Bilang Saja' Berlanjut,0
Hong Kong Bersatu Mengenang Korban Kebakaran Kompleks Wang Fuk Court,-1
RUU Penyesuaian Pidana Atur Cabut Hak Keprofesian Lewat Putusan Pengadilan,0
BNPB Sentil Kepala Daerah Salahkan Hujan Saat Bencana: Padahal Tata Ruang,-1
KPK Tahan 2 Tersangka Kasus Korupsi Proyek Jalur KA Wilayah Medan,-1
ASDP Resmi Operasikan Layanan Kapal Express di Dermaga VI & I Merak,0
Video: Prabowo Bicara soal Penanganan Bencana Sumatera-Aceh,0
"AHY Dorong Percepatan Pemulihan Infrastruktur di Aceh, Sumut & Sumbar",1
4 Ton Bantuan Makanan hingga Obat Dikirim ke Solok-Agam Via Udara,1
Prabowo Pastikan Perbaikan Rumah-Jembatan Rusak Akibat Bencana Sumatera,1
"Pemkab Badung Siapkan Beasiswa Penuh S1 di 2026, Prioritaskan Anak Petani",1
Kata Paus Leo soal Negara Palestina Jadi Solusi Satu-satunya,0
"Operasi Pencarian Korban, Polisi Hong Kong Sisir Puing Kebakaran Wang Fuk Court",-1
Kabasarnas Ungkap Kekurangan Tangani Banjir Sumbar: 1 Kantor Cover 18 Daerah,-1
Video Prabowo Janji Perbaiki Jembatan Rusak di Aceh: Kita Punya Anggaran,1
"Video: Sidang Kasus Penganiayaan ART di Batam, Majikan Dituntut 10 Tahun Bui",-1
Kepala BNN Lantik Kombes Dedy Tabrani Jadi Kepala BNNP Kalteng,0
"Pohon Tumbang di Depok Akibat Hujan dan Angin Kencang, Sempat Tutup Jalan",-1
Video: Kejagung Limpahkan 2 Tersangka Kasus Satelit Kemhan ke Pengadilan Militer,0
Tekad Bupati Badung Gratiskan Biaya Sekolah Siswa SMA di 2026,1
"Potret Macet Jakarta, Kota Terpadat di Dunia Versi PBB",-1
Video: Basarnas Ungkap Kendala Pencarian Korban Hilang di Bencana Sumatera,0
"Angkot di Stasiun Citayam Depok Bikin Macet, Warga Minta Pemkot Benahi",-1
Polisi Selidiki Viral 'Atlet MMA' Ribut dengan Debt Collector di Jaksel,-1
"Prabowo Pastikan Percepat Pemulihan Infrastruktur di Aceh, Sumut, & Sumbar",1
"Jembatan di Nganjuk Roboh Diterjang Arus Deras, Akses Antar Desa Terputus",-1
Purnawirawan Tersangka Kasus Satelit Kemhan: Saya Laksanakan Perintah Atasan,-1
Polda Banten Gelar Salat Gaib untuk Korban Bencana di Sumatera,1
"Hujan-Angin Kencang, Pohon Tumbang hingga Atap Ruko Ambruk di Bogor",-1
"Cara Buat Kartu Kereta untuk Petani dan Pedagang, Simak Tahapannya!",0
"Kebakaran Rumah di Jelambar Jakbar, 1 Orang Tewas dan 3 Terluka",-1
Prabowo Usai Cek Korban Banjir di Sumbar: Listrik Hampir 100%,1
Kemensos Dirikan 28 Dapur Umum Layani 50 Ribu Korban Banjir Sumatera,1
KemenImipas-Kemenkeu Godok Tarif Baru PNBP-Kemudahan Izin Tinggal Mahasiswa Asing,0
"Dony Oskaria: BUMN Milik Rakyat, Wajib Hadir di Tengah Korban Bencana",1
"Fraksi PKS MPR & LATS Gelar Lokakarya Akademik, Bahas Tata Kelola SDA",0
Gus Ipul Dampingi Presiden Prabowo Tinjau Posko Pengungsi Banjir di Aceh,0
Video: Momen Prabowo Geleng Kepala saat Dibilang 'Presiden Seumur Hidup',0
Data Terbaru BNPB: Korban Meninggal Bencana Sumatera Capai 604 Orang,-1
Potret Terbaru Kondisi Sungai Pagan Usai Banjir Bandang di Aceh Tenggara,-1
Link Daftar Program Mudik Gratis Kemenhub Nataru 2025/2026,0
Muzani soal Penjarahan di Sibolga: Pemerintah Sedang Penuhi Kebutuhan Warga,-1
Video Komisi IV DPR Minta Kemenhut Bawa Data di Rapat soal Bencana Sumatera,0
Video: Komisi IV soal Tim Investigasi Kayu Gelondongan di Banjir Sumatera,0
"Polres Serang Ungkap 1.009 Kasus Kriminal Selama 2025, Jerat 1.057 Tersangka",-1
Video: Komisi II DPR Usul Status Darurat Bencana Nasional Sumatera,0
Mendagri Jelaskan Penyaluran Bantuan Pangan bagi Daerah Bencana,0
"Ada Reuni 212 di Monas, Simak Rekayasa Lalin Besok 2 Desember",0
Kejagung Limpahkan 3 Tersangka Kasus Satelit Kemhan ke Oditur Militer,-1
BMKG Ungkap Ancaman Bencana Hidometeorologi di Jawa-Papua Sampai Februari 2026,-1
Catatan Ketua MPR soal Mitigasi Terkait 9 WNI Tewas di Kebakaran Hong Kong,-1
"Video Kabasarnas: 447 Orang Tewas Akibat Bencana Sumatera, 33.620 Jiwa Terdampak",-1
"Akui Gagal Tangani Banjir Tewaskan 170 Orang, PM Thailand Minta Maaf",0
"Akses Terputus, Warga Andalkan Jembatan Darurat Pascabanjir di Salareh Aia",-1
"Konektivitas Digital di Puskesmas, Muluskan Layanan dan Kenyamanan Pasien",1
Motis Nataru 2025/2026: Jadwal hingga Syarat Pendaftaran,0
"Baleg Setujui RUU BPIP Jadi Usul Inisiatif DPR, Akan Dibawa ke Paripurna",0
Momen Andre Rosiade Dampingi Prabowo Kunjungi Korban Banjir di Sumbar,0
Mendagri Minta Pemda Perkuat Sinergi Hadapi Potensi Bencana & Nataru,0
5 Rekomendasi Tas Siaga Bencana Beserta Karakteristiknya,0
"Viral 'Bang Jago' Bawa Pedang Marah ke Pemobil di Jaksel, Polisi Usut",-1
"Update Data Korban Bencana Sumatera: 593 Orang Meninggal, 468 Masih Hilang",-1
Kabasarnas Ungkap Beratnya Bencana di Sumatera: Tim SAR Ekstra Kelelahan,-1
Simak! Ini Penyebab Uang Saku Magang Nasional Belum Cair,-1
"Ada Diskon Stimulus Ekonomi, Penumpang Kapal PELNI Melonjak Jelang Nataru",0
Alam Berteriak di Bagian Barat Indonesia dan Kita Perlu Mendengar,1
Trump Setop Pemberian Suaka: Akan Berlangsung Sangat Lama,0
Rapor Merah Perundungan di Bangku Sekolah,-1
"Dari Jalan hingga Bedah Rumah, Ibas Komitmen Kawal Infrastruktur Pacitan",1
6 Terdakwa Kasus Kericuhan Akhir Agustus Minta Dilepaskan dari Dakwaan,-1
Mendagri soal Status Bencana Aceh-Sumut-Sumbar: Perlakuannya Sudah Nasional,0
Australia Bongkar Kasus Pelecehan Anak Bernuansa Satanik,0
5 Berita Terpopuler Internasional Hari Ini,0
Video: Kades di Gorontalo Gelar Demo Protes Regulasi Dana Desa,-1
Alat Berat dari Polda Riau Buka Akses Jalan yang Terisolir Bencana di Agam,1
Prabowo Janji Segera Benahi Air Bersih-Jembatan Rusak Akibat Bencana di Sumbar,1
"Gerak Cepat Brimob Polda Riau, Jasad Ibu-Anak Korban Banjir Agam Ditemukan",-1
"Logistik di Aceh Singkil Sisa untuk Besok, Pengungsi Terancam Kelaparan",-1
BMKG: Hujan Bulanan Turun dalam Sehari di Sumatera Terjadi 3 Hari,-1
Israel Bunuh 40 Militan Hamas dalam Operasi di Terowongan Gaza,-1
Polisi Tangkap 2 Pria yang Maling Motor Saat Salat Jumat di Jakpus,-1
Kemendikdasmen Salurkan Dana Darurat untuk Korban Bencana di Sumatera,1
Petugas Salurkan Logistik Melintasi Sungai Deras di Nagan Raya,1
Kejagung Ungkap Alasan Cabut Pencegahan Bos Djarum ke Luar Negeri,0
Viral Penumpang Dorong Sekuriti Stasiun hingga Hampir Tertabrak KRL,-1
Pramono Pastikan Hadiri Undangan Reuni 212 di Monas Besok,1
35 WNI Belum Diketahui Keberadaannya Usai Kebakaran Apartemen di Hong Kong,-1
Pramono Jelaskan Proses Seleksi Sekda DKI Manfaatkan Manajemen Talenta,1
10 Kecamatan di Aceh Tamiang Belum Terjangkau Bantuan karena Banjir-Longsor,-1
Alasan Pramono Tunjuk Uus Kuswanto Jadi Sekda DKI Jakarta,0
"Kebakaran Apartemen Hong Kong Renggut 151 Nyawa, 13 Orang Ditangkap",-1
Kementerian LH Panggil 8 Perusahaan Usut Sumber Gelondongan Kayu di Sumut,1
Mendagri Nilai Perlu Investigasi soal Kayu Gelondongan di Bencana Sumatera,1
Uus Kuswanto Resmi Jadi Sekda DKI Jakarta Gantikan Marullah,0
Dono Kasino Indro Diangkat Jadi Anggota DPRD Lombok Tengah Lewat PAW,0
Video Muzani: Penetapan Status Bencana Nasional di Sumatera Kewenangan Presiden,0
Video: Alat Berat Dikerahkan untuk Normalisasi Aliran Lahar Gunung Semeru,1
"BMKG soal Banjir Bandang Sumatera: Curah Hujan 1 Bulan, Tumpah dalam Sehari",-1
"Menjaga Negeri, Menguatkan Harapan",1
Tawa Hangat Menteri Agus Sapa Pengunjung Lansia di Immigration Lounge Solo,0
"Kebakaran Rumah di Jelambar Jakbar, 94 Personel Damkar ke TKP",-1
Polri Kerahkan 15 Helikopter-9 Kapal Kirim Bantuan Korban Bencana Sumatera,1
Korban Banjir Sambut Prabowo di Posko Pengungsian di Padang Pariaman,0
Wali Kota Seoul Diadili karena Danai Survei,0
"Ada Immigration Lounge di Solo Square, Menteri Agus Minta Tak Ada Batas Kuota",0
Dampak Kerusakan Pascabanjir Bandang di Nagan Raya,-1
"Rumah dan 2 Motor di Jasinga Bogor Kebakaran, Diduga Korsleting Listrik",-1
"Listrik di Aceh-Sumut Masih Terputus, Tower Sementara Segera Didirikan",-1
Video Ketua MPR Singgung Kerusakan Lingkungan Picu Bencana di Sumatera,0
"BMKG: Aceh Masih dalam Musim Hujan Selama Desember, Masyarakat Perlu Waspada",-1
"2 Korban Ledakan SMAN 72 Jakarta Masih Dirawat, Begini Kondisinya",-1
"Polisi Tangkap 2 Pelaku Jual Obat Terlarang di Bogor, 764 Butir Disita",-1
"Reuni 212 Bakal Digelar di Monas Besok, Polisi Siapkan Rekayasa Lalin",0
"JPO Lebak Bulus Ramai Disorot karena Gelap, Pemkot Surati Kementerian PU",-1
"Waspada Banjir Pesisir Jakarta pada 1-10 Desember, Ini Wilayahnya",-1
Prabowo Geleng Kepala Dengar Bupati di Aceh Bilang 'Presiden Seumur Hidup',0
"Kabasarnas: 33.620 Jiwa Terdampak Bencana Sumatera, 447 Orang Meninggal",-1
"Prabowo Tiba di Bandara Minangkabau, Akan Cek Posko Korban Banjir",0
PNM Boyong Penghargaan detikcom Awards 2025 Lewat Program Mekaarpreneur,1
"Beredar Surat Sejumlah Daerah Tak Mampu Tangani Bencana, Ini Kata Pemprov Aceh",-1
Prancis Berencana Larang Siswa SMA Pakai HP di Sekolah,0
"Mendagri soal Penjarahan di Sibolga: Mereka Terisolasi, Mungkin Stok Kurang",-1
Andre Rosiade Tinjau Dapur Gerindra Sumbar yang Sediakan Ribuan Nasi Bungkus,1
"Bantuan Logistik Polda Riau Tiba di Sumbar, Disalurkan ke Posko Bencana",1
Kapolda Metro Jaya Lepas 15 Truk Bantuan untuk Korban Bencana Sumatera,1
"Gagal Nyalip, Pemotor Jatuh lalu Penumpang Tewas Terlindas Truk di Bogor",-1
"Kalender Libur Nasional dan Cuti Bersama 2026, Cek Tanggal-tanggalnya!",1
"Warga Aceh Ngadu Kebun Jagung Dihantam Banjir, Ini Respons Prabowo",-1
PN Jakpus: Pengosongan Lahan Hotel Sultan Tak Perlu Tunggu Banding-Kasasi,0
"Duo Maling Motor Todong Warga di Depok Ditangkap, Senpi-Peluru Disita",-1
Video Prabowo Sapa Korban Bencana di Aceh Tenggara,0
Video Respons Tito Soal Penjarahan Minimarket-Gudang Bulog di Sibolga,-1
Antrean BBM di Medan Mengular hingga Macet Usai Banjir,-1
PKS Dorong Status Bencana Nasional Sumatera: Penting untuk Kekuatan Moril,0
"BMKG Prediksi Cuaca Ekstrem Saat Nataru di Jawa-Bali, Warga Diminta Waspada",-1
Damkar Evakuasi 2 Motor dan 1 Sepeda Kejeblos Septic Tank di Depok,-1
Desakan ke Pemerintah Soal Status Bencana Nasional di Sumatera,0
"Bencana Sumatera, Ketua MPR Dorong Evaluasi Tata Lingkungan",0
"Aksi Solidaritas, PIS Bantu Warga Terdampak Banjir Sumut, Sumbar & Aceh",1
2 Hakim Pembebas Ronald Tannur Dijebloskan ke Lapas Salemba,-1
Singapura Akan Perketat Larangan Pakai HP di Sekolah,1
"4 Orang Sekeluarga Diserang KKB di Papua Pegunungan, 2 Orang Tewas",-1
"Marah, Warga Israel Desak Presiden Tolak Ampuni Netanyahu",0
"Hari-hari Warga Aceh: Listrik-PDAM Mati, Sinyal Susah, BBM Antre",-1
BKO Polda Riau Keruk Lumpur Tebal di Rumah-rumah Terdampak Banjir Agam,1
Kapan Jadwal Tes Seleksi Petugas Haji 2026? Simak Infonya!,0
Video WALHI: Masyarakat Bisa Ajukan Gugatan atas Bencana Ekologis,0
"Kayu Gelondongan di Bencana Sumatera Jadi Sorotan, PDIP Ungkit Pesan Megawati",0
Pelayanan Humanis Polsek Bogor Utara Bantu Lansia Urus Surat Kehilangan ke SPKT,1
"Video: Soal Kayu Gelondongan di Bencana Sumatera, DPR Panggil Menhut Kamis Besok",1
"Prabowo Lanjut ke Sumbar, Tinjau Korban Banjir Usai Kunjungi Sumut-Aceh",1
"Ari Bias Gugat Hak Cipta Lagu 'Bilang Saja' Lagi, Agnez Mo Turut Tergugat",0
BMKG Sudah Ingatkan Cuaca Ekstrem 8 Hari Sebelum Bencana di Sumatera,0
"Video: Tinjau Bencana Sumatera, Prabowo Prioritaskan Bantuan BBM hingga Listrik",1
"Diresmikan Menteri Agus, Ini Spesialnya Campus Immigration Point Undip",0
"Peringati Hari AIDS Sedunia, PDIP Ajak Warga Hapus Stigma Buruk pada ODHA",0
"Dunia Hari Ini: Lebih dari 800 Warga Meninggal Akibat Cuaca Ekstrem Asia, Termasuk RI",-1
Prabowo Janji Segera Perbaiki Jembatan Rusak di Aceh: Kita Punya Anggarannya,1
"Ditemukan Tewas, Kepala SMP di Cilincing Datang ke Sekolah Sejak Minggu",-1
Mengejar Finish Pertumbuhan Ekonomi 2025,0
"Operasi Zebra 2025 Sukses Digelar, Ini 8 Arahan Kakorlantas ke Jajaran",0
"Marak Motor hingga Mobil Lawan Arah di Lebak Bulus, Polisi Turun Tangan",-1
Ibas Dukung UMKM dan Ekonomi Kreatif Pacitan Bangkit,1
"RUU Penyesuaian Pidana, Beri Obat Gugurkan Janin Korban Perkosaan Tak Dipidana",-1
Kapolda Banten Lepas Bantuan untuk Korban Bencana di Aceh-Sumut-Sumbar,1
Pemkab Badung Lanjutkan Penataan Kabel & Sungai Demi Perkuat Pariwisata,1
"Polri Kembali Kirim 5,9 Ton Bantuan Logistik ke Aceh, Sumut, dan Sumbar",1
"Suap Ibu Negara Korsel, Pemimpin Gereja Unifikasi Mulai Diadili",-1
Kementerian PU Kerahkan Personel & Alat Berat Atasi Bencana Aceh-Sumatera,1
CT ARSA Salurkan Donasi Ratusan Juta untuk Bencana Banjir dan Longsor Sumatera,1
"Viral Ribuan Ikan Mati di Perairan Sayung, DLH Demak Duga Imbas Pembangunan Tol",-1
"Bupati Badung Ajak Banyak Pihak Bantu Veteran, Lansia dan Disabilitas",1
Video Tito Sebut Ada Pemda Nggak Kompak Koordinasi Antisipasi Bencana,0
"Kirim Pasukan ke Sumatera, Wakapolri Cerita Pengalaman Saat Tsunami Aceh-Palu",0
Momen Prabowo dan Pengungsi Banjir Aceh Foto Bareng di Posko,0
"Eks Dirut Inhutani V Akui Terima Rp 2,5 M Buat Beli Stik Golf-Rubicon",-1
Update Korban Banjir-Longsor di Sumut: 240 Orang Tewas dan 182 Hilang,-1
Video Heli Tembus Pining: Bantuan Akhirnya Sentuh Daerah Terisolir Banjir Aceh,1
KPK Panggil Anggota DPRD Provinsi Riau Terkait Korupsi Abdul Wahid,-1
Ketum Bhayangkari Beri Bantuan hingga Hibur Anak-anak Korban Bencana di Tapanuli Tengah,1
Perang Ukraina Untungkan Produsen Senjata,0
"Alur Mengundurkan Diri dari Magang Nasional, Cek Informasinya!",0
Prabowo Lesehan Dengarkan Keluhan Korban Banjir di Aceh,0
Antrean Panjang Warnai Jalan Rusak Pascabanjir Bandang di Agam,-1
Pelestarian Tradisi Bali Menguat di Karya Ngenteg Linggih Banjar Geria,0
"Panduan Cara Ikut Lelang KPK: Cek Jadwal, Katalog, Link Resmi",0
"Pertama di Indonesia Campus Immigration Point, Lokasinya di Undip Semarang",1
Ditlantas Polda Riau Kirim Bantuan Beras-Pakaian untuk Korban Bencana Sumbar,1
"Operasi Zebra 2025 Berakhir: Catat 1,9 Juta Penindakan, Didominasi ETLE-Teguran Humanis",0
Kementerian PU Perbaiki Tol Medan-Kualanamu-Tebing Tinggi Terdampak Longsor,1
"Kapolri Patroli Udara, Tinjau Area Terdampak Banjir di Tapanuli Tengah",0
"Rapat Bareng COO Danantara, Andre Rosiade: Salut Kerja BUMN di Daerah Bencana",0
KPK Panggil Istri Eks Sekjen Kemnaker Terkait Korupsi Izin TKA,-1
DPD Gerindra Sumbar Salurkan Bantuan Air Bersih ke Korban Banjir Padang,1
"Tarif Listrik Desember 2025 per kWh, Cek Biayanya!",0
"Prabowo Tinjau Jembatan Pantai Dona Aceh yang Terputus, Begini Kondisinya",-1
"Hari Jadi Polairud, Polda Jateng Doa Bersama untuk Korban Bencana Aceh-Sumut-Sumbar",0
Mabes Polri Kerahkan Personel Tanggap Darurat Bantu Tangani Bencana Sumatera,1
PT SMI-Pemkab Badung Dorong Akselerasi Infrastruktur Jalan Kabupaten,0
"Dampak Banjir-Longsor di Sibolga: 44 Tewas, 13 Hilang, dan 231 Rumah Rusak",-1
"Warga Israel Ramai-ramai Antre Daftar Jadi Warga Portugal, Kenapa?",0
"Truk Asin Terguling di Jakut Sempat Bikin Macet, Lalin Terurai Siang Hari",-1
"Banjir Tewaskan 334 Orang, Presiden Sri Lanka Umumkan Keadaan Darurat",-1
"BMKG: Walau Siklon Senyar Kategori Paling Rendah, Dampak Bencana Sangat Besar",-1
"Pemkab Badung Gelontorkan Bansos, Pacu Daya Beli Warga-Perekonomian Lokal",1
"Kemensos Gelar HUT ke-54 Korpri, Tekankan Kesiapsiagaan ASN Hadapi Bencana",0
"Agam Luluh Lantak Pascabencana: Rumah Terbenam Lumpur, Kayu Berserakan",-1
PKB Soroti Gelondongan Kayu di Bencana Sumatera: Itu Bukan Alamiah,0
Kapolri Serahkan 8 Truk Bantuan untuk Korban Bencana di Tapteng,1
Rakor Nasional Siapkan Strategi Pengamanan Jelang Natal dan Tahun Baru,0
Momen Prabowo Sapa hingga Peluk Korban Bencana di Tapteng Sumut,0
Video: Kebakaran RS Pengayoman Berasal dari Gudang Logistik,-1
"Pemotor Ngeyel Lawan Arah di Cibinong, Berakhir Ban Motornya Diangkat Polisi",-1
"Prabowo Tiba di Bandara Alas Leuser, Bakal Cek Jembatan Putus di Kutacane",0
"BayRun For Charity Himpun Rp 3,2 Miliar untuk Bangun Akses Air Bersih NTT",1
Geger Kepala SMP di Cilincing Ditemukan Tewas di Sekolah,-1
"Halte TransJ di Tanjung Priok Ditabrak Truk, Koridor 10 dan 12 Dialihkan",-1
RUU Penyesuaian Pidana Bakal Masukkan Pasal-pasal Terkait Narkotika,0
Momen Haru Warga Tapteng Korban Banjir Video Call Keluarga Pertama Kali,1
Gus Ipul Dampingi Presiden Tinjau Banjir dan Pastikan Bantuan Mengalir,1
Kapolda Metro Hadiri Doa Bersama untuk Korban Bencana Sumatera di Jakut,1
Viral Lutung Jawa Muncul di Atap Rumah Warga Depok,0
Video: Detik-detik Angin Puting Beliung Rusak Puluhan Rumah di Sekeloa Bandung,-1
Walkot Jakbar Uus Kuswanto Bakal Gantikan Marullah Jadi Sekda DKI,0
"Mendagri soal Bencana Sumut: Terjadi Sangat Cepat, Mungkin Kita Kurang Siap",-1
Kronologi Kebakaran Gudang Logistik RS Pengayoman Jaktim,-1
Kapolri Ungkap Arahan Prabowo Saat Tinjau Korban Bencana di Tapteng,0
Kapolri Dampingi Presiden Cek Lokasi Pengungsian Korban Banjir di Tapanuli Tengah,0
Konflik PBNU: Ujian 'Maturity' dalam Transformasi Digital,0
Video Seperti Apa Bencana yang Murni Disebabkan oleh Alam?,0
Brutal! Pemukim Israel Serang 4 Warga Asing di Tepi Barat,-1
Prabowo: Semua Daerah Harus Siap Menghadapi Perubahan Iklim,0
"6 Jenazah Korban Banjir di Agam Sumbar Teridentifikasi, Ini Daftarnya",-1
Momen Paus Leo XIV Hadiri Liturgi Ilahi Pertama di Istanbul,0
"Usai Tapteng, Prabowo Lanjut Tinjau Pengungsian di Kutacane Aceh",0
"Ada 4 Hari Long Weekend di Desember 2025, Catat Tanggalnya!",1
Bupati Cirebon Paparkan Lima Komitmen Perkuat Iklim Investasi,0
Video: Korban Tewas Bencana di Sumatera Lebih dari 400 Orang,-1
Kebakaran Gudang Logistik RS Pengayoman Jaktim Diduga gegara Korsleting,-1
