News_Data,1st Annotator,2nd Annotator,3rd Annotator,Voting Result,Final Take,Labelling
"Kapan puncak musim hujan di Indonesia akan terjadi? Kepala Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) Dwikorita Karnawati memberikan jawaban berikut ini... ""Saat ini (puncak musim hujan) mulai November hingga Februari dengan pola umum pergerakan dari arah barat ke timur.Artinya terjadinya puncak musim hujan itu tidak serempak,"" jelas Dwikorita dalam konferensi pers yang digelar Sabtu (1/11). ""Namun, fase puncak musim hujan utama... Jadi puncaknya puncak. Fase puncak musim hujan utama d",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Presiden Korea Selatan sekaligus Ketua APEC 2025, Lee Jae-myung, sempat membahas Konferensi Asia-Afrika (KAA) saat KTT APEC. Ia mengatakan Korsel banyak belajar dari Indonesia terutama nilai-nilai 'Bandung Spirit' 1955. ""Kita semua telah belajar dari sejarah bahwa Indonesia yang meng-inisiasi KAA/ Konferensi Asia Afrika dan telah memimpin pembentukan Dasasila atau semangat Bandung. Jika kita melihat elemen-elemen kunci dari semangat Bandung, itu adalah keseimbangan, dan nilai-nilai ini merupakan",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Venezuela khawatir peningkatan kekuatan militer Amerika Serikat (AS) di wilayah Karibia bertujuan untuk menyerangnya. Presiden AS Donald Trump menjawab singkat dan membantah tuduhan tersebut. Dilansir kantor berita AFP, Sabtu (1/11/2025), Amerika Serikat telah mengerahkan delapan kapal Angkatan Laut AS ke Karibia dan mengirim pesawat tempur siluman F-35 ke Puerto Riko. Selain itu, kapal induk bergerak ke wilayah tersebut dengan alasan untuk mengendalikan perdagangan narkoba. ""Tidak,"" jawab Trump",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Bareskrim Polri bersama tim gabungan dari Dinas ESDM Provinsi Jawa Tengah menggerebek tambang pasir ilegal di Kecamatan Srumbung, Kabupaten Magelang. Disebutkan aktivitas penambangan ilegal itu merugikan negara hingga Rp 3 triliun. Dari operasi ini polisi menemukan kurang lebih 39 depo yang menampung hasil dari 36 titik tambang ilegal di lokasi yang digerebek. Selain itu ditemukan juga 5 ekskavator dan 1 truk pengangkut.",Positive,Negative,Neutral,TIED,Neutral,0
"Sekelompok orang bersenjata melakukan penembakan ke sejumlah rumah di Pulau Kreta, Yunani. Insiden penembakan itu menewaskan 2 orang dan menyebabkan puluhan orang terluka. Dilansir AFP, Sabtu (1/11/2025), penembakan itu diduga terkait dengan dendam keluarga. Kantor berita pemerintah ANA mengatakan setidaknya dua orang, termasuk seorang perempuan berusia 50 tahun, tewas setelah orang-orang bersenjata menembaki rumah-rumah di desa Vorizia, sekitar 52 kilometer (32 mil) barat daya ibu kota pulau te",Negative,Negative,Neutral,Negative,Negative,-1
"Polisi mengungkapkan sosok dengan inisial KR sebagai pemasok narkoba ke Onadio Leonardo alias Onad. KR ditangkap di kawasan Sunter, Tanjung Priok, Jakarta Utara. ""Untuk barang bukti yang didapat dari inisial KR, yang diamankan di Sunter, di antaranya narkotika jenis ekstasi dan sabu dalam plastik klip,"" jelas Kasi Humas Polres Metro Jakarta Barat AKP Wisnu. Berikut pernyataan lengkap dari pihak kepolisian... Tonton juga berita video lainnya di sini!",Neutral,Negative,Neutral,Neutral,Neutral,0
"Komandan Resort Militer (Danrem) 031/Wira Bima, Brigjen TNI Jarot Suprihanto, melakukan kunjungan dalam rangka mempererat sinergi TNI dan Polri. Dalam kunjungan itu, Brigjen TNI Jarot melakukan penanaman pohon dalam mendukung program Polda Riau, Green Policing. Kunjungan Danrem ini disambut hangat oleh Kapolres Siak AKBP Eka Ariandy Putra, Jumat (31/10/2025). Pada kesempatan itu, Brigjen Jarot dan AKBP Eka melakukan penanaman pohon secara simbolis di halaman Mapolres Siak. AKBP Eka menyampaikan",Positive,Positive,Neutral,Positive,Positive,1
"Ketum PDIP yang sekaligus Presiden ke-5 RI Megawati Soekarnoputri mengungkap hubungannya dengan Presiden Prabowo Subianto saat ini. Megawati mengatakan ia dan Prabowo akrab. ""Loh saya kan sudah merasa jadi presiden, kekuatan itu berapa jam sih? Itu lho kok, eh jangan dipikir loh, Mas, nanti jadi ruang ini, Ibu Mega ini nggituin Pak Bowo, nggak. Saya sama Mas Bowo itu akrab, tahu ndak? Jangan Anda coba-coba,"" kata Megawati saat menjadi keynote speaker seminar internasional dalam rangka peringatan",Neutral,Neutral,Neutral,Neutral,Neutral,0
Seorang pemotor wanita bikin heboh karena masuk Tol Cikampek dan berkendara tanpa menggunakan helm. Ia pun berujung dikejar mobil patroli polisi. Disebutkan peristiwa ini terjadi pada hari Kamis (30/10). Wanita itu pun berhasil ditangkap di Kilometer 63 A dan dibawa ke Gerbang Tol Cikatama.,Neutral,Negative,Neutral,Neutral,Neutral,0
"Ketua Umum Projo, Budi Arie Setiadi, menegaskan organisasinya tidak akan berubah menjadi partai politik. Namun, kata Budi, Projo akan bertransformasi dengan perubahaan logo Projo dari yang saat ini berupa siluet Presiden ke-7 RI Joko Widodo.",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad, menanggapi sinyal dari Ketum Projo Budi Arie Setiadi yang ingin bergabung ke partainya. Dasco mengaku belum mendengar itu langsung dari Budi Arie. Diketahui sebelumnya Budi Arie sudah menyampaikan keinginannya itu dan meminta izin ke relawan Projo. Hal ini terjadi saat penyampaian sambutan dalam Kongres Projo ke-III, Sabtu (1/11).",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Wakil Menteri Transmigrasi Viva Yoga Mauladi mengatakan warga transmigran akan mendapatkan hak pengelolaan lahan (HPL) dan jaminan hidup dari negara di kawasan transmigrasi. Hal ini dilakukan untuk memastikan kesejahteraan dan kemandirian mereka. Menurut Viva, setiap warga transmigrasi atau kepala keluarga transmigran ini akan memperoleh lahan tersebut sesuai ketentuan wilayah masing-masing sebagai bagian dari tanggung jawab negara. ""Ya, mereka mendapat lahan 1-2 hektare, tergantung wilayahnya.",Positive,Positive,Neutral,Positive,Positive,1
"Pada hari ini, Sabtu (1/11), ada konser BLACKPINK dan HYDE di area Gelora Bung Karno (GBK). Pantauan 20Detik menjelang konser berlangsung, situasi lalu lintas di Jalan Asia Afrika menuju Palmerah tepantau padat merayap. Sedangkan arah sebaliknya (menuju Plaza Senayan) ramai lancar. Berikut situasinya... Tonton video lainnya di sini ya!",Neutral,Negative,Neutral,Neutral,Neutral,0
Kemelekatan manusia dengan handphone (HP) saat ini menjadi perhatian khusus bagi Presiden ke-5 RI sekaligus Ketua Umum PDIP Megawati Soekarnoputri. Megawati bahkan mengaku ogah memiliki telepon seluler. Megawati bercerita soal alasannya tak memiliki HP sampai saat ini. Megawati mengatakan dirinya adalah sosok yang banyak dicari dan banyak orang ingin tahu tentang dirinya. Hal itu disampaikan Megawati saat menjadi pembicara kunci (keynote speaker) dalam seminar internasional peringatan ke-70 tahu,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Pengeroyokan terhadap pria berinisial B dan wanita berinisial DS terjadi di Kamal Muara, Penjaringan, Jakarta Utara (Jakut). Keduanya dikeroyok oleh sejumlah orang. ""Awal kejadian ketika Pelapor bersama Saksi sedang berjalan kaki, tiba-tiba datang mobil sedan BMW yang dikendarai salah satu pelaku hampir menabrak Pelapor dan Saksi,"" kata Kasubbid Penmas Bidhumas Polda Metro Jaya AKBP Reonald Simanjuntak, Sabtu (1/11/2025).   SCROLL TO CONTINUE WITH CONTENT  Reonald menyebut peristiwa itu terjad",Neutral,Negative,Neutral,Neutral,Neutral,0
"Artis Onadio Leonardo (Onad) ditangkap di rumahnya di kawasan Rempoa, Ciputat Timur, Tangerang Selatan, terkait kasus narkoba. Ia menjalani tes urine dan hasilnya dinyatakan positif mengonsumsi narkoba. ""(Hasil tes urine) positif jenis ganja dan ekstasi,"" ujar Kasi Humas Polres Metro Jakarta Barat AKP Wisnu, kepada wartawan, Sabtu (1/11/2025). Sementara itu, Wisnu belum bisa memastikan status Onad dalam kasus tersebut. Ia mengatakan Onad saat ini masih menjalani pemeriksaan.  SCROLL TO CONTINUE",Neutral,Negative,Neutral,Neutral,Neutral,0
"Dua truk mengalami kecelakaan mengerikan di kawasan Medan Satria, Kota Bekasi, Jawa Barat. Salah satu truk bahkan gepeng setelah menabrak truk kontainer dari belakang. Dalam video yang beredar di media sosial, Sabtu (1/11/2025), terlihat truk berwarna putih ringsek parah di bagian depan setelah menabrak truk kontainer merah. Kondisi kabin truk nyaris gepeng akibat benturan keras. Untuk mengevakuasi truk tersebut, petugas menggunakan alat berat forklift. Forklift tampak mengangkat bagian kontaine",Neutral,Negative,Neutral,Neutral,Neutral,0
"Jakarta - Luapan sungai akibat sampah menyumbat rendam 895 rumah di Rowokangkung, Lumajang. Pemkab lakukan normalisasi dan bantu korban banjir. Petugas menggunakan alat berat mengangkut sampah yang menyumbat aliran sungai sehingga menyebabkan banjir di Rowokangkung, Lumajang, Jawa Timur, Sabtu (1/11/2025). Foto: ANTARA FOTO/Irfan Sumanjaya Pemkab Lumajang memberikan bantuan air bersih dan makanan siap saji untuk korban banjir serta melakukan normalisasi sejumlah sungai karena luapan airnya telah",Neutral,Negative,Neutral,Neutral,Neutral,0
"Menteri Dalam Negeri (Mendagri), Tito Karnavian meraih penghargaan Outstanding in Governance and Regional Equity dalam ajang bergengsi CNN Indonesia Awards 2025 yang digelar di Ritz Carlton Mega Kuningan, Jakarta, Jumat (31/10) kemarin. Penghargaan tersebut diserahkan langsung oleh Pendiri CT Corp, Chairul Tanjung (CT) sebagai bentuk apresiasi atas kepemimpinan Tito dalam memperkuat sinergi antara pemerintah pusat dan daerah. Sebagai Mendagri, Tito dinilai berhasil memastikan kebijakan nasional",Positive,Neutral,Positive,Positive,Positive,1
"Sekjen PDIP Hasto Kristiyanto menanggapi polemik persoalan utang Kereta Cepat Whoosh. Hasto menyinggung urgensi membangun kereta cepat. ""Ya kalau kita lihat, kemarin kami laporkan kepada Ibu Megawati Soekarnoputri dan saya menjadi saksi, bagaimana Ibu Mega berulang kali menyampaikan bahwa apakah rakyat memerlukan kereta api cepat tersebut,"" kata Hasto Kristiyanto usai di makam Bung Karno, Blitar, Jawa Timur, Sabtu (1/11/2025).   SCROLL TO CONTINUE WITH CONTENT  Hasto menyoroti kebutuhan rakyat",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Wakil Menteri Dalam Negeri (Wamendagri), Bima Arya Sugiarto menegaskan dua target utama yang diharapkan Presiden Prabowo Subianto melalui program Makan Bergizi Gratis (MBG), yakni peningkatan kesehatan dan kesejahteraan masyarakat. ""Dengan kunjungan ke Baubau ini, saya senang sekali dapat kesempatan untuk menyemangati teman-teman di sini, supaya betul-betul bisa memenuhi dua target tadi,"" ujar Bima dalam keterangan tertulis, Sabtu (1/11/2025). Hal itu disampaikannya saat meresmikan Gedung Satuan",Positive,Neutral,Neutral,Neutral,Neutral,0
"Tulisan ini saya buat untuk membantu masyarakat memahami bahwa tarif air PAM Jaya sejatinya sangat murah dibandingkan dengan tarif air di berbagai PDAM lainnya. Bahkan, harga air PAM Jaya jauh lebih murah jika dibandingkan dengan harga Air Minum Dalam Kemasan (AMDK) dan produk air minum lainnya. Sebagai ilustrasi, harga satu botol AMDK berukuran 1,5 liter bisa mencapai sekitar Rp5.000. Sementara itu, tarif air minum PAM Jaya untuk kelompok Rumah Tangga Sangat Sederhana (RTSS) hanya Rp 1.000 per",Positive,Neutral,Neutral,Neutral,Neutral,0
"Presiden Prabowo Subianto tiba di Tanah Air setelah menghadiri Konferensi Tingkat Tinggi (KTT) Kerja Sama Ekonomi Asia Pasifik (APEC) 2025 di Gyeongju, Korea Selatan. Ia tiba di Lanud Halim Perdanakusuma, Jakarta Timur pukul 18.50 WIB. Tiba menggunakan pesawat Garuda Indonesia-1, Prabowo disambut Mensesneg Prasetyo Hadi di landasan. Diketahui dalam perjalanan ini Prabowo didampingi Menteri Luar Negeri Sugiono dan Sekretaris Kabinet Teddy Indra Wijaya.",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Wakil Ketua MPR RI Hidayat Nur Wahid (HNW) mengecam keras langkah sejumlah anggota Kongres Amerika Serikat (AS) yang dipimpin Claudia Tenney dan Clay Higgins karena menginisiasi resolusi yang berpotensi memberikan kedaulatan Israel atas kompleks Masjid Al-Aqsa di Yerusalem. Ia menyerukan Organisasi Kerja Sama Islam (OKI) beserta seluruh negara anggotanya, bersama semua masyarakat umat Islam di seluruh dunia, untuk bersatu dan mengambil langkah tegas dalam menyelamatkan eksistensi Masjid Al-Aqsa.",Neutral,Negative,Positive,TIED,Neutral,0
"Ketua Umum Pro Jokowi (Projo) Budi Arie Setiadi menyinggung soal adu domba yang mewarnai perjalanan politik di Tanah Air. Kata Budi Arie, Indonesia masih berkubang di masalah yang itu-itu saja, salah satunya perihal Kereta Cepat Jakarta-Bandung 'Whoosh'. Budi Arie mengatakan, bila dalam teknisnya ditemukan masalah, maka penegak hukum dapat memeriksa Whoosh.",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Seorang anak berusia 6 tahun meregang nyawa usai disengat tawon di Desa Sukatenang, Kecamatan Sukawangi, Bekasi, Jawa Barat. Dia sempat menjalani perawatan medis. Kasubbid Penmas Bidhumas Polda Metro Jaya AKBP Reonald Simanjuntak mengatakan, mulanya korban disengat pada hari Rabu (29/10) petang. Saat itu, korban sedang melintas di jalanan. ""Atas kejadian tersebut, kemudian korban dibawa ke klinik. Dikarenakan kondisi korban yang semakin memburuk, kemudian dibawa ke rumah sakit,"" kata Reonald, Sa",Neutral,Negative,Neutral,Neutral,Neutral,0
"Hujan sempat mengguyur kawasan Gelora Bung Karno (GBK), Jakarta Pusat, sore ini. Hal itu pun membawa berkah bagi salah satu pedagang musiman, Udin (46), yang menjajakan jas hujan kepada penonton konser BLACKPINK. ""Lumayan, ini udah ngambil lagi (jas hujan) dari pusat tadi,"" kata Udin saat ditemui di area luar GBK, Jakarta Pusat, Sabtu (1/11/2025).   SCROLL TO CONTINUE WITH CONTENT  Ia mengaku sudah menjual sekitar 20 jas hujan hanya dalam waktu beberapa jam. Biasanya, Udin berjualan minuman da",Positive,Positive,Neutral,Positive,Positive,1
"Menjelang peringatan Hari Pahlawan pada 10 November, Menteri Sosial (Mensos) Saifullah Yusuf (Gus Ipul) menggelar doa bersama dengan komunitas pemulung di Cikiwul, Kecamatan Bantargebang, Bekasi, Jawa Barat, hari ini. Doa bersama berlangsung pada sore hari di tengah kawasan permukiman para pemulung. Di antara deretan rumah semipermanen dan tumpukan barang daur ulang, warga antusias menyambut kedatangan Gus Ipul. ""Saya ingin doa bersama di sini untuk para pahlawan kita, pahlawan bangsa, dan juga",Positive,Neutral,Positive,Positive,Positive,1
"Polisi mengungkap satu orang lainnya yang ditangkap terkait kasus narkoba yang melibatkan artis Onadio Leonardo atau yang akrab disapa Onad. Satu orang itu berinisial KR, yang merupakan pemasok narkoba ke Onad. ""Inisial KR, itu diamankan di Sunter. Perannya sebagai orang yang kasih barang narkotika ke OL,"" kata Kasi Humas Polres Metro Jakarta Barat AKP Wisnu saat dihubungi, Sabtu (1/11/2025). Wisnu mengatakan KR ditangkap pada Rabu (29/10) di wilayah Sunter, Tanjung Priok, Jakarta Utara (Jakut).",Neutral,Negative,Neutral,Neutral,Neutral,0
"Dua teman sekantor, Mina dan Sinci (26), punya cara unik dalam menyambut konser BLACKPINK di Gelora Bung Karno (GBK), Jakarta Pusat. Keduanya membuka jasa kepang rambut untuk sesama penonton. ""Karena gimana ya? Pasti tuh pengin berasa kayak idol kan, kayak BLACKPINK gitu. Kalau rambutnya polos tuh kurang enak dilihat. Jadi lebih baik dikepang biar bagus, biar kayak artis Korea,"" ujar Sinci saat ditemui di kawasan GBK, Jakarta Pusat, Sabtu (1/11/2025).   SCROLL TO CONTINUE WITH CONTENT  Mina da",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Polisi ternyata melakukan pemeriksaan tes urine kepada teman Onadio Leonardo atau Onad, berinisial KR. Hasilnya, KR juga positif narkoba sama seperti Onad. ""Untuk rekannya berinisial KR yang diamankan di daerah Sunter juga positif menggunakan narkoba,"" kata Kasi Humas Polres Metro Jakarta Barat AKP Wisnu, Sabtu (1/11/2025). Hingga saat ini, Onad masih menjalani pemeriksaan insentif oleh penyidik. Sementara itu, istrinya telah pulang usai hasil tes urinenya menyatakan negatif narkoba.  SCROLL TO",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Ketum PDIP yang juga Presiden ke-5 RI Megawati Soekarnoputri menilai gelar pahlawan harus diberikan dengan hati-hati, bukan gampangan. Awalnya Megawati menyinggung perjuangannya terkait pencabutan Tap MPRS Nomor XXXIII/MPRS/1967 yang menyangkut mendiang ayahnya, Presiden pertama RI, Sukarno. ""Bayangkan saya tiap kali diam pergi terus ke Setneg hanya untuk menanyakan ini tap (ketetapan MPRS) itu mau diapakan, kalau Bung Karno bersalah, harusnya demi keadilan, maka dia boleh dong dimasukkan ke dal",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Militer Israel mengatakan bahwa tiga jenazah yang diterimanya dari kelompok Hamas di Gaza melalui Palang Merah pada Jumat (31/10), bukanlah sandera yang ditawan di wilayah Palestina itu. Dilansir kantor berita AFP, Sabtu (1/11/2025), militer Israel mengatakan pada Sabtu (1/11), analisis forensik mengungkapkan bahwa jenazah-jenazah yang diserahkan tersebut, bukanlah jenazah dari 11 sandera yang meninggal, yang masih akan diserahkan sebagai bagian dari kesepakatan gencatan senjata dengan kelompok",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Ketua Umum Pro Jokowi (Projo) Budi Arie Setiadi mengarahkan para relawan mendukung seluruh program Prabowo-Gibran. Mulai dari makan bergizi gratis (MBG), Koperasi Desa Merah Putih, hingga Sekolah Rakyat. Arahan ini disampaikan Budi Arie dalam Kongres ke-III Projo di Grand Sahid Jaya, Jakarta Pusat, Sabtu (1/11).",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Seorang anak buah kapal (ABK) berinisial ES ditemukan tidak bernyawa tenggelam di perairan Tanjung Priok, Jakarta Utara (Jakut). ES sempat dicari-cari namun tidak ketemu. Kasubbid Penmas Bidhumas Polda Metro Jaya AKBP Reonald Simanjuntak mengatakan, jenazah ditemukan pada Jumat (31/10) sore. Mulanya, operator kantor menerima laporan bahwa ABK tersebut hilang. ""Selanjutnya dilakukan pencarian dan ditanyakan juga kepada sekuriti bahwa benar sebelumnya melihat korban di parkiran motor,"" kata Reonal",Neutral,Negative,Neutral,Neutral,Neutral,0
"Presiden Prabowo Subianto telah tiba kembali ke Tanah Air usai menghadiri Konferensi Tingkat Tinggi (KTT) Kerja Sama Ekonomi Asia Pasifik (APEC) 2025 di Gyeongju, Korea Selatan. Prabowo mendarat di Lanud Halim Perdanakusuma, Jakarta Timur. Dalam siaran YouTube Sekretariat Presiden, Sabtu (1/11/2025), Prabowo tiba di Baseops Halim pada pukul 18.50 WIB. Prabowo menggunakan pesawat Garuda Indonesia-1.   SCROLL TO CONTINUE WITH CONTENT  Terlihat Menteri Luar Negeri Sugiono dan Sekretaris Kabinet T",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Yordania dan Jerman kompak mengatakan bahwa pasukan internasional untuk mendukung polisi Palestina di Gaza pascaperang di bawah rencana Presiden Amerika Serikat Donald Trump harus mendapatkan mandat PBB. Berdasarkan gencatan senjata antara Hamas dan Israel yang dimediasi AS, sebuah koalisi yang sebagian besar terdiri dari negara-negara Arab dan Muslim, diperkirakan akan mengerahkan pasukan ke Gaza, yang telah hancur akibat perang Israel-Hamas. Pasukan stabilisasi internasional tersebut akan mela",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Direktorat Reserse Siber Polda Metro Jaya mengungkap ratusan kasus penipuan online lintas negara yang menjerat ribuan korban di Indonesia. Sepanjang Januari-Agustus 2025, tercatat sebanyak 2.597 laporan polisi terkait tindak pidana siber dengan kerugian masyarakat mencapai Rp 24,3 miliar. Kabid Humas Polda Metro Jaya Kombes Pol Budi Hermanto menjelaskan berdasarkan catatan Direktorat Reserse Siber Polda Metro Jaya, bentuk penipuan daring yang paling dominan adalah online scam, phishing, dan pinj",Negative,Negative,Neutral,Negative,Negative,-1
"Warga Jati Padang, Pasar Minggu, Jakarta Selatan, masih terendam banjir akibat jebolnya tanggul Baswedan. Tiga hari terendam air, sejumlah warga mulai mengeluhkan berbagai penyakit, mulai gatal-gatal, masuk angin, hingga diare. ""(Keluhan warga) pasti keluhan kesehatan, diare sudah pasti, gatal-gatal sudah pasti, demam, panas juga ada,"" kata Ketua RW 6 Jati Padang, Abdul Kohar, kepada wartawan, Sabtu (1/11/2025). Kohar menjelaskan kondisi itu disebabkan air banjir yang keruh serta banyaknya sampa",Negative,Negative,Negative,Negative,Negative,-1
"Polda Metro Jaya meluncurkan layanan digital baru, SIBER UNGKAP (SIKAP)-Anti Scam Center, sistem pelaporan online yang bisa mempercepat pemblokiran rekening pelaku penipuan online hanya dalam waktu 15 menit. Aplikasi ini diluncurkan sebagai wujud transformasi pelayanan digital Polda Metro Jaya. Kabid Humas Polda Metro Jaya Kombes Budi Hermanto menjelaskan sistem ini dirancang untuk memangkas waktu penanganan yang selama ini memakan waktu lama. ""Biasanya proses pemblokiran rekening bisa sampai 12",Positive,Positive,Neutral,Positive,Positive,1
"Presiden Amerika Serikat Donald Trump mengatakan bahwa dirinya tidak sedang mempertimbangkan serangan terhadap Venezuela. Ini disampaikan Trump di tengah kekhawatiran Venezuela bahwa peningkatan kekuatan militer AS yang besar di wilayah itu bertujuan untuk mengubah rezim negara tersebut. Dilansir kantor berita AFP, Sabtu (1/11/2025), Amerika Serikat telah mengerahkan delapan kapal Angkatan Laut AS ke Karibia dan mengirim pesawat tempur siluman F-35 ke Puerto Riko. Sebuah gugus tugas tempur kapal",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Kementerian Sosial (Kemensos) menggelar Pelatihan Care Economy di Hotel Gammara, Makassar, Sulawesi Selatan, pada 27 Oktober-1 November 2025. Kegiatan ini melibatkan berbagai pilar sosial, mulai dari Pendamping Rehabilitasi Sosial, Lembaga Kesejahteraan Sosial (LKS), TKSK, dan Kelompok Masyarakat (Pokmas) se-Sulawesi Selatan. Pelatihan ini menjadi bagian dari penguatan sistem care economy di Indonesia, sebuah pendekatan yang menggabungkan nilai kepedulian sosial dengan pembangunan ekonomi berbas",Positive,Neutral,Positive,Positive,Positive,1
"Ikhsan (44) tega membunuh temannya Novrianto (39) dengan parang dan mengubur jasad korban dengan terpal dan daun pisang. Peristiwa ini terjadi di Kampung Perawang Barat, Kecamatan Tualang, Kabupaten Siak, Riau. Dari pemeriksaan pelaku setelah ditangkap, ternyata pembunuhan ini dipicu hal sepele. Diketahui pelaku naik pitam dan tega membunuh karena tidak diberi hotspot WiFi oleh korban.",Negative,Negative,Negative,Negative,Negative,-1
"Kementerian Sosial (Kemensos) menyalurkan santunan kematian dan santunan luka bagi para korban peristiwa robohnya atap Pondok Pesantren Salafiyah Syafi'iyah Syekh Abdul Qodir Jailani di Desa Blimbing, Kecamatan Basuki, Kabupaten Situbondo. Penyerahan santunan dilakukan oleh Direktur Jenderal Rehabilitasi Sosial, Supomo, hari ini. Supomo mengunjungi rumah duka salah satu santri yang meninggal dunia, Putri Helmilia (kelas 1 SMP), yang beralamat tidak jauh dari lokasi pondok pesantren. Kepada kelua",Positive,Negative,Neutral,TIED,Neutral,0
"Tanggul Baswedan di Jati Padang, Pasar Minggu, Jakarta Selatan (Jaksel), jebol mengakibatkan banjir di permukiman warga. Imbas tanggul jebol, air yang tak tertahan membuat dua tembok rumah warga ambruk. Salah satu tembok rumah yang ambruk merupakan milik Hasan, yang berada di RT 04 RW 06. Hasan menceritakan saat itu dia tak berada di rumah, dia mendapat kabar temboknya ambruk dari anaknya.   SCROLL TO CONTINUE WITH CONTENT  ""Pas itu anak saya ngabarin, 'Ayah, rumah jebol'. Wah, ya jangan ambru",Negative,Negative,Neutral,Negative,Negative,-1
"Wakil Menteri Transmigrasi Viva Yoga Mauladi menyampaikan empat amanat penting Presiden Prabowo Subianto terkait program transmigrasi. Menurutnya, program transmigrasi memiliki peran besar dalam menjaga kedaulatan hingga mendorong pemerataan ekonomi nasional. Hal ini dia ungkapkan saat memberikan arahan kepada 75 Calon Transmigran Angkatan IV dan V Tahun 2025 yang berasal dari Kabupaten Sidenreng Rappang (Sidrap) dan Kabupaten Poso di Balai Besar Pelatihan dan Pemberdayaan Masyarakat Transmigras",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Sesosok mayat pria ditemukan di pinggir kali wilayah Palmerah, Jakarta Barat (Jakbar). Mayat ditemukan oleh seorang warga yang hendak mengantar anaknya sekolah. ""Kronologi awal kejadian Saksi 1 menunggu di depan gang hendak ingin mengantar anak sekolah,"" kata Kasubbid Penjas Bidhumas Polda Metro Jaya AKBP Reonald Simanjuntak, Sabtu (1/11/2025).   SCROLL TO CONTINUE WITH CONTENT  Peristiwa itu terjadi pada Jumat (31/10). Sambil menunggu anaknya rapi, saksi melihat ke arah pemancingan di pinggir",Neutral,Negative,Neutral,Neutral,Neutral,0
"Abdul Kohar, Ketua RW 06 Jati Padang, Jakarta Selatan, mengungkap awal mula nama tanggul Baswedan. Nama tanggul Baswedan diberikan oleh warga Jati Padang karena terbantu untuk mencegah banjir. Abdul mengatakan saat menjadi Gubernur DKI Jakarta, Anies Rasyid Baswedan 7 kali mengunjungi wilayah ini. Namun kini, tanggul Baswedan jebol dan mengakibatkan banjir di Jati Padang.",Negative,Neutral,Negative,Negative,Negative,-1
"Projo melakukan transformasi politik di momentum Kongres III di Jakarta. Selain memberi sinyal kuat gabung ke Gerindra, Ketum Projo Budi Arie Setiadi juga mengubah logo Projo. ""Projo akan melakukan transformasi organisasi, yang salah satunya adalah kemungkinan mengubah logo Projo. Logo Projo akan kita ubah supaya tidak terkesan kultus individu. Iya, kemungkinan (bukan logo Jokowi lagi),"" ujar Budi Arie kepada wartawan seusai pembukaan Kongres III Projo, Sabtu (1/11/2025).   SCROLL TO CONTINUE W",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Kapolda Riau Irjen Pol Herry Heryawan menghadiri pengukuhan Pengurus Besar Hulubalang Lembaga Adat Melayu Riau (LAMR). Irjen Herry Heryawan menyampaikan Hulubalang adalah garda terdepan penjaga adat dan pelindung alam. Dalam sambutannya, Herry Heryawan menyampaikan pengukuhan Pengurus Besar Hulubalang LAMR Kabupaten Riau ini sangat strategis dan penuh makna. Kapolda menyebut, dalam sejarah dan adat Melayu, Hulubalang memiliki kedudukan mulia sebagai penjaga marwah negeri, pelindung adat, serta b",Positive,Neutral,Neutral,Neutral,Neutral,0
"Ketua Harian Partai Gerindra, Sufmi Dasco Ahmad, merespons pernyataan Ketum Projo Budi Arie Setiadi yang akan bergabung ke partai berlogo burung garuda tersebut. Dasco mengaku belum mendengar langsung keinginan tersebut dari Budi Arie. ""Statement tadi saya belum dengar. Mungkin nanti saya, mungkin nanti saya ingin dengar di dalam (ruang Kongres III Projo),"" ujar Dasco kepada wartawan di acara Kongres III Projo, Grand Sahid Jaya Hotel, Jakarta Pusat, Sabtu (1/11/2025). Dasco mengatakan tidak mau",Neutral,Neutral,Neutral,Neutral,Neutral,0
